id,(Intercept),SoilProfileL,SpeciesPS,SpeciesSOBI,AmendmentControl,AmendmentTBA,TimePeriodB,TimePeriodC,TimePeriodD
d__Bacteria;p__Acidobacteriota,145.07147609532697,-0.4372746111617504,0.7666562979696334,0.4274422706443213,0.08752785093235015,0.44206114335398766,0.9204548148448085,-2.5633194093309224,0.09052541270503861
d__Archaea;p__Thermoplasmatota,1.495267159617823,8.241311965603925,-0.3762448406802175,-0.2611928263573661,0.9016742804375265,1.6884398521257853,1.6919823241913148,1.8085871906359134,4.022743693982344
d__Bacteria;p__WS2,-0.9229152167386341,-7.788572415840277,-1.7647930400161405,-0.05117364279344936,-1.6015847565134818,-1.59493680828141,-0.604102599843213,1.8864715933295633,-5.366617484350052
d__Bacteria;p__Bacteroidota,27.194698769833543,-8.904839822739383,-0.8060967808237497,1.8791022656267082,-1.400939902501664,-1.5166828658257994,0.16720891351178832,4.7760531706298615,2.926914160280349
d__Bacteria;p__Sumerlaeota,0.5717853179308564,-5.580194301612176,-0.971111823400943,0.05803340309374996,-1.2329655407441558,-1.8994597320248132,0.24861947097524806,0.6980968432307741,0.2764133953116632
d__Bacteria;p__Planctomycetota,57.88293649847647,-4.096056128629288,0.14518898223667373,-0.12208712459460254,0.3843282131012021,-0.9526906544532174,0.332761052776732,0.44241987851907616,1.7134605801098992
d__Bacteria;p__Firmicutes,63.9302933678574,-1.662672331342873,-0.818215392916495,-1.96752594068282,-0.5065836443740319,-1.5050533599722538,-1.5010807536984632,-0.7572000650442006,-0.8014688961699226
d__Bacteria;p__Elusimicrobiota,0.36202122098341255,3.009676531774909,1.2019684993975488,0.10304338888664863,-0.5434143278860993,0.03987319112472459,-0.06337866205922442,-0.02157049763602275,2.2169900140055434
d__Bacteria;p__Cyanobacteria,7.4281827383703645,-7.291022301335748,-2.165575653171238,0.3018106335723029,-0.03372158905711813,-0.7284172844780282,0.17957117237494755,2.9525854942771645,3.1830941704843636
d__Bacteria;p__Bdellovibrionota,3.609465875820757,-5.009202549877004,-0.4895434654320938,1.6393249967267447,0.326949679096747,0.5727029717234476,0.8636057800916078,1.7415277299761527,2.9180161284716593
d__Bacteria;p__Armatimonadota,20.513053919788973,-8.07220206661029,0.5364114250160447,0.9206582414879806,0.887115239778131,0.2948369579417127,0.7562166610364562,-0.6619340028864386,-0.5733064454678771
d__Bacteria;p__Desulfobacterota,22.66283892076923,11.237486134935958,1.5758454523772607,-1.2260750463653562,0.24432309815107464,1.074012382413752,-1.4883549822780116,-5.20301954684609,-2.192702131716886
d__Bacteria;p__NB1-j,25.342481844861947,11.8111030700996,1.2850765227821592,-1.4193094519382015,-1.2575911800035473,0.12722485492149438,-1.6390150700602797,-5.4353802558654785,-2.5757575316771852
d__Bacteria;p__WPS-2,-1.094146366840312,-4.8031103882169015,-0.16831191166713919,3.5883393725765202,-0.8073569280148737,-0.4352573076384186,0.6559113591191842,0.028253316898667887,0.2959214961487821
d__Bacteria;p__SAR324_clade(Marine_group_B),-0.4795561253535265,4.675573798373424,0.7582371983796763,-0.20019152399253007,-0.5478255363803175,-0.2721821336727915,-2.21713871419851,-2.5534077631425567,-1.8228949217951256
d__Bacteria;p__Nitrospirota,43.60660769730636,10.654029434168056,-1.0866495360140525,0.02380615221615184,0.802378831256174,1.4971190720386482,0.6619109092239582,-1.9871345908595595,1.9282574375350667
d__Bacteria;p__Dependentiae,-0.25091212143067343,5.897052765644213,1.4896662346833673,0.3790429073302991,1.623140035975946,0.6438221651399203,-1.022603005538946,-2.336350330384623,0.9127717892766557
d__Bacteria;p__Fibrobacterota,0.9606164024334065,-3.14476190893649,-1.1644479510153534,0.06636151821273677,-1.6354081087873347,-1.0065050649799674,-0.5163373844614658,2.2820813973536644,0.5539921137915768
d__Bacteria;p__GAL15,6.0116228714247875,12.298729678392275,0.7971610945282882,0.24642708354630546,1.202734542861517,2.046884595917606,0.10620150006778808,-3.475410205747864,-1.2846009613921168
d__Archaea;p__Crenarchaeota,6.970119196700098,-2.4328406368648974,-1.3601966463530202,-1.504533958455554,0.8799212326707283,-0.011696291664222752,-0.031116550503448564,3.0230187235701402,1.8941575241616178
